Job_Title,Experience_Level,avg_total_compensation
"Audit leader","8 - 10 years",45000.000000
"Audit Manager","8 - 10 years",108000.000000
"Audit Manager","11 - 20 years",106600.000000
"Audit Manager","5-7 years",103100.000000
"Audit Manager ","21 - 30 years",102000.000000
"Audit semi senior","2 - 4 years",20000.000000
"Audit Senior","5-7 years",75400.000000
"Audit senior","2 - 4 years",74000.000000
"Audit Senior Associate","2 - 4 years",73000.000000
"Audit Senior Manager","11 - 20 years",116000.000000
"Audit Senior Manager/CPA","11 - 20 years",153000.000000
"Audit supervisor (cpa)","8 - 10 years",78000.000000
"Audit trainee","1 year or less",26000.000000
"Audit Trainee","8 - 10 years",23000.000000
Auditor,"31 - 40 years",126000.000000
Auditor,"11 - 20 years",103611.000000
Auditor,"5-7 years",83000.000000
Auditor,"2 - 4 years",68900.000000
Auditor,"8 - 10 years",30.000000
"Auditor ","31 - 40 years",113000.000000
"Auditor ","2 - 4 years",80000.000000
"Auditor Staff","2 - 4 years",59000.000000
Author,"21 - 30 years",74666.666667
"Auto Claims Adjuster","2 - 4 years",52000.000000
"Auto Damage Adjuster","5-7 years",65000.000000
"Auto Liability Claims Adjuster","5-7 years",75000.000000
"Auto liability representative 2","2 - 4 years",52000.000000
"Automated Tester","8 - 10 years",31700.000000
"Automation Applications Engineer","11 - 20 years",102000.000000
"Automation engineer","8 - 10 years",88750.000000
"Automation Systems Analyst","2 - 4 years",60200.000000
"Automotive Enthusiast Advisor","11 - 20 years",41800.000000
"Automotive Sales ","8 - 10 years",62000.000000
"Automotive technician","21 - 30 years",54000.000000
"Automotive Technician ","8 - 10 years",80000.000000
"Autonomous Vehicles Engineer","5-7 years",107545.000000
Autotransfusionist,"2 - 4 years",36000.000000
"Aviation Security Officer","11 - 20 years",61256.000000
"Avionics Engineer III","11 - 20 years",136000.000000
"Avionics Systems Technician - supervisor ","11 - 20 years",100000.000000
"AVP & Actuary","11 - 20 years",234000.000000
"AVP Digital Marketing","21 - 30 years",114500.000000
"AVP of Marketing","11 - 20 years",148000.000000
"AVP of Software Development","11 - 20 years",150000.000000
"AVP portfolio manager","31 - 40 years",199000.000000
"AVP, Finance ","21 - 30 years",168100.000000
"AVP, Marketing Associate","11 - 20 years",108000.000000
"AVP, Unit Manager, Communications","8 - 10 years",169000.000000
"AWS Solutions Architect","8 - 10 years",225000.000000
"Back End Developer","8 - 10 years",115000.000000
"Backend Elixir Engineer","11 - 20 years",120000.000000
"Backend engineer","8 - 10 years",125000.000000
"Backend Software Engineer","5-7 years",150000.000000
"Backend system dev","5-7 years",9400000.000000
Baker,"5-7 years",43000.000000
Baker,"8 - 10 years",37980.000000
Baker,"11 - 20 years",34425.000000
"Bakery assistant","8 - 10 years",32000.000000
"Bakery manager","8 - 10 years",62000.000000
"Ballet teacher","8 - 10 years",93600.000000
"Bank Examiner","11 - 20 years",156000.000000
"Bank Examiner","8 - 10 years",104000.000000
"Bank Examiner","1 year or less",62200.000000
"Bank supervisor","11 - 20 years",43000.000000
"Bank Teller","2 - 4 years",34200.000000
"Bank Teller","1 year or less",32000.000000
"Bank teller","21 - 30 years",31200.000000
"Bank Trainer ","5-7 years",53000.000000
Banker,"11 - 20 years",380000.000000
Banker,"2 - 4 years",80686.666667
Banker,"8 - 10 years",34320.000000
"Banker Associate","5-7 years",165000.000000
"Bar Staff","8 - 10 years",18532.000000
Barista,"2 - 4 years",33680.000000
Barista,"21 - 30 years",32000.000000
Barista,"11 - 20 years",31720.000000
Barista,"1 year or less",31200.000000
Barista,"5-7 years",27922.666667
Barista,"8 - 10 years",21000.000000
Barrister,"11 - 20 years",102000.000000
Bartender,"11 - 20 years",70000.000000
Bartender/Server,"5-7 years",29000.000000
"Baseball research analyst ","2 - 4 years",63000.000000
BCBA/LBA,"8 - 10 years",80000.000000
"Beamline Scientist","8 - 10 years",40295.000000
"Beauty advisor","11 - 20 years",22000.000000
"Beauty Consultant","11 - 20 years",25450.000000
"Behavior Analysis ","11 - 20 years",66000.000000
"Behavior Analyst ","11 - 20 years",70000.000000
"Behavior Specialist","11 - 20 years",80683.000000
"Behavior Specialist","2 - 4 years",40000.000000
"Behavioral Care Therapist","1 year or less",37500.000000
"Behavioral Health Case Manager","11 - 20 years",95000.000000
"Behavioral Health Consultant","5-7 years",58000.000000
"Behavioral Health Manager","11 - 20 years",102000.000000
"Behavioral Health Supervisor","11 - 20 years",72500.000000
"Behavioral health therapist","11 - 20 years",79040.000000
"Behavioral Health Therapist ","11 - 20 years",64000.000000
"Behavioral health vocational coach ","5-7 years",39000.000000
"Benefit Administrator ","5-7 years",76000.000000
"benefit payments representative","11 - 20 years",45677.000000
"Benefit System Lead","21 - 30 years",77000.000000
"Benefit Technology Analyst","11 - 20 years",57000.000000
"Benefits & Compensation Manager","11 - 20 years",83000.000000
"Benefits Administrator","11 - 20 years",86000.000000
"Benefits Administrator","8 - 10 years",51000.000000
"Benefits Administror ","5-7 years",62845.000000
"Benefits Advisor","5-7 years",73900.000000
"Benefits Advisor","8 - 10 years",58000.000000
"Benefits Analyst","5-7 years",62500.000000
"Benefits and leave manager","21 - 30 years",98000.000000
"Benefits Compliance Officer","31 - 40 years",114000.000000
"Benefits Consultant","31 - 40 years",52000.000000
"Benefits Consultant ","11 - 20 years",90000.000000
"Benefits Coordinator ","2 - 4 years",67000.000000
"Benefits Coordinator/ Payroll Specialist","8 - 10 years",67224.000000
"Benefits Manager","21 - 30 years",110000.000000
"Benefits Manager","11 - 20 years",89169.000000
"Benefits Manager (Human Resources)","11 - 20 years",72000.000000
"Benefits officer","21 - 30 years",66150.000000
"Benefits Operations Analyst","8 - 10 years",66500.000000
"Benefits Program Manager","8 - 10 years",87000.000000
"Benefits Specialist","8 - 10 years",70375.000000
"Benefits Specialist","11 - 20 years",58344.000000
"Benefits specialist","21 - 30 years",32562.000000
"Benefits Specialist ","11 - 20 years",52000.000000
"Benefits Specialist ","5-7 years",43000.000000
"Best Boy","21 - 30 years",223000.000000
"Best Buy Sales Advisor","5-7 years",31200.000000
"Beverage manager","8 - 10 years",63500.000000
"BI Analyst","11 - 20 years",83900.000000
"BI Analyst","8 - 10 years",80000.000000
"BI Consultant ","2 - 4 years",10.000000
"BI Developer","21 - 30 years",116750.000000
"Bicycle mechanic","11 - 20 years",39000.000000
"Bicycle mechanic/Ski technician ","11 - 20 years",37544.000000
"Bid Co-ordinator","31 - 40 years",25600.000000
"Bid Manager","8 - 10 years",55000.000000
"Bid Manager","21 - 30 years",50000.000000
"Bid writer","8 - 10 years",100000.000000
"Bid Writer","5-7 years",41000.000000
"Bike Mechanic","11 - 20 years",30000.000000
"Bilingual Child & Adolescent Therapist","5-7 years",32000.000000
"Bilingual Home Visitor","31 - 40 years",34000.000000
"Bilingual Office Assistant","11 - 20 years",43035.000000
"Bilingual Programs Coordinator","2 - 4 years",38480.000000
Biller,"5-7 years",45000.000000
Biller,"11 - 20 years",33280.000000
"Billing & Accounts Receivable Coordinator ","8 - 10 years",42000.000000
"BILLING & ACCOUNTS RECEIVABLE SPECIALIST","41 years or more",65450.000000
"Billing and Commission Specialist","21 - 30 years",40206.000000
"Billing Coordinator","8 - 10 years",75215.000000
"Billing Coordinator","5-7 years",54000.000000
"Billing Manager","11 - 20 years",88000.000000
"Billing Manager ","11 - 20 years",68500.000000
"Billing Operations Manager","41 years or more",115000.000000
"Billing Receivables Specialist ","5-7 years",46960.000000
"Billing Representative","5-7 years",35000.000000
"Billing Specialist","11 - 20 years",55400.000000
"Billing Specialist","2 - 4 years",42000.000000
"Billing Specialist","8 - 10 years",36920.000000
"Billing specialist ","11 - 20 years",50000.000000
"Billing Supervisor","11 - 20 years",76500.000000
"Billing Team Lead","11 - 20 years",37000.000000
"Billing trainer","11 - 20 years",48963.000000
"BIM Manager","5-7 years",70000.000000
Bioinformatician,"5-7 years",484600.000000
"Bioinformatics Engineer","5-7 years",80000.000000
"Bioinformatics researcher","21 - 30 years",81000.000000
"Biological Research Technician","1 year or less",43500.000000
"Biological Science Technician ","2 - 4 years",35265.000000
"Biological Technician","2 - 4 years",56763.000000
"Biological technician","5-7 years",42000.000000
Biologist,"21 - 30 years",96000.000000
Biologist,"8 - 10 years",95500.000000
Biologist,"11 - 20 years",84876.666667
"Biologist ","11 - 20 years",110500.000000
"Biologist 1","1 year or less",35360.000000
"Biologist/Environmental permitting ","8 - 10 years",70000.000000
"Biology Instructor","2 - 4 years",77929.000000
"Biomedical Engineer","8 - 10 years",144000.000000
"Biomedical Engineering Technician II","21 - 30 years",65000.000000
"Biomedical engineering technologist","2 - 4 years",73000.000000
"Biomedical Equipment Technician Senior","11 - 20 years",80000.000000
"Biomedical Scientist","8 - 10 years",92000.000000
"Biomedical Scientist","5-7 years",35300.000000
"Bioprocess Associate","5-7 years",65000.000000
"Bioprocess Engineer","2 - 4 years",85591.000000
"Biosafety officer/Medical Lab Scientist","11 - 20 years",115000.000000
Biostatistician,"21 - 30 years",244900.000000
Biostatistician,"5-7 years",97500.000000
Biostatistician,"8 - 10 years",80600.000000
Biostatistician,"2 - 4 years",66000.000000
"Biostatistician I","2 - 4 years",100000.000000
"Blending Engineer ","8 - 10 years",119000.000000
"Blind Rehabilitation Specialist ","21 - 30 years",83000.000000
"Board Certified Behavior Analyst","8 - 10 years",98000.000000
"Board Certified Behavior Analyst","11 - 20 years",75000.000000
"Board certified physician ","21 - 30 years",145000.000000
"Board Liaison","11 - 20 years",90000.000000
"Bond Analyst","21 - 30 years",300000.000000
"Book Designer","2 - 4 years",49000.000000
"Book shelver","11 - 20 years",35000.000000
Bookkeeper,"11 - 20 years",62960.000000
Bookkeeper,"21 - 30 years",53892.200000
Bookkeeper,"5-7 years",50000.000000
Bookkeeper,"8 - 10 years",43385.000000
Bookkeeper,"2 - 4 years",37180.000000
Bookkeeper,"31 - 40 years",35075.000000
"Bookkeeper ","11 - 20 years",275000.000000
"Bookkeeper ","8 - 10 years",60570.000000
"Bookkeeper ","21 - 30 years",57500.000000
"Bookkeeper and Payroll Specialist","11 - 20 years",104000.000000
"Bookkeeper self-employed","21 - 30 years",114400.000000
"Bookkeeper/Billing Manager","11 - 20 years",52000.000000
"Bookkeeper/HR Manager","21 - 30 years",57200.000000
"Bookkeeper/Office Administrator","21 - 30 years",52500.000000
"Bookkeeper/Office Manager","31 - 40 years",64900.000000
Bookkeeping,"5-7 years",40360.000000
"Bookkeeping /Merchandiser ","31 - 40 years",39000.000000
Bookkkeeper,"8 - 10 years",12000.000000
Bookleeper,"2 - 4 years",40000.000000
Bookseller,"5-7 years",28000.000000
Bookseller,"8 - 10 years",18500.000000
"Bookseller ","11 - 20 years",36000.000000
"Bookstore Buyer","5-7 years",49000.000000
"Bookstore manager ","11 - 20 years",45760.000000
"Borough Manager","2 - 4 years",48230.000000
Botanist,"8 - 10 years",68000.000000
"Boutique assistant ","8 - 10 years",48000.000000
"Box office & Admin manager","21 - 30 years",23000.000000
"Box Office Manager","11 - 20 years",55000.000000
"Box Office Manager","8 - 10 years",54000.000000
"Box Office Supervisor","11 - 20 years",20000.000000
"Branch Chief","31 - 40 years",138000.000000
"Branch Chief","21 - 30 years",117000.000000
"Branch Chief ","11 - 20 years",127000.000000
"Branch Librarian","21 - 30 years",61589.000000
"Branch Librarian ","21 - 30 years",48000.000000
"Branch Library Manager","11 - 20 years",58000.000000
"branch manager","21 - 30 years",216500.000000
"Branch Manager","11 - 20 years",80156.090909
"Branch manager","8 - 10 years",68443.333333
"Branch Manager","41 years or more",55000.000000
"Branch Manager","5-7 years",42190.000000
"Branch Manager & Children's Services manager","31 - 40 years",84000.000000
"Branch Managwr","31 - 40 years",184500.000000
"Branch Operations Coordinator ","5-7 years",41360.000000
"Branch Youth Services Librarian","11 - 20 years",62000.000000
"Brand Advertising Manager","5-7 years",300000.000000
"Brand Ambassador/Sales Associate","5-7 years",27289.000000
"Brand and campaigns officer","11 - 20 years",82400.000000
"Brand and Digital Specialist","11 - 20 years",90000.000000
"Brand Asset Manager","2 - 4 years",40000.000000
"Brand Communications Manager","11 - 20 years",118000.000000
"Brand Consultant","11 - 20 years",400000.000000
"Brand content specialist","11 - 20 years",76195.000000
"Brand Designer","2 - 4 years",70000.000000
"Brand Director","11 - 20 years",176600.000000
"Brand Innovation Manager","21 - 30 years",780000.000000
"Brand Management","5-7 years",130000.000000
"Brand Manager","11 - 20 years",135250.000000
"Brand Manager","8 - 10 years",97500.000000
"Brand manager","5-7 years",91375.000000
"brand manager","21 - 30 years",60000.000000
"Brand Manager","2 - 4 years",60000.000000
"Brand manager ","8 - 10 years",132500.000000
"brand manager ","5-7 years",126500.000000
"Brand Marketing Manager","8 - 10 years",110000.000000
"Brand Marketing Manager","2 - 4 years",98300.000000
"Brand Marketing Manager","11 - 20 years",81676.000000
"Brand Partnerships Marketing Manager","11 - 20 years",91000.000000
"Brand Specialist","11 - 20 years",73000.000000
"Brand Strategist","5-7 years",53000.000000
"Branded Content Editor","5-7 years",71000.000000
"Branding Director","21 - 30 years",130000.000000
"Breastfeeding Promotion Coordinator","8 - 10 years",43000.000000
Brewer,"11 - 20 years",29740.000000
"Brewery Sales Manager, Beer Brand Manager","11 - 20 years",70000.000000
Brewmaster,"11 - 20 years",62600.000000
"Broadcast Engineer","41 years or more",45000.000000
"Broadcast Journalist ","8 - 10 years",40000.000000
"Broadcast Operations Supervisor","5-7 years",79100.000000
"Broadcast Producer","5-7 years",86500.000000
"Broadway wardrobe - Dresser","11 - 20 years",93000.000000
Broker,"5-7 years",145000.000000
Broker,"11 - 20 years",120000.000000
"Brokerage Risk Specialist","8 - 10 years",104500.000000
"Brokerage Services Associate","21 - 30 years",51210.000000
"BSA Manager","8 - 10 years",106000.000000
"BSA/AML/OFAC Admin","8 - 10 years",35000.000000
"BSA/Compliance Officer","31 - 40 years",68560.000000
"Budget analyst","11 - 20 years",112104.000000
"Budget Analyst","8 - 10 years",97500.000000
